% Shemat-Suite version: SHEMAT-Suite 9.0 (Freely)                                                       
% data fit at iteration                final
%    i     j     k     unit     type               calc             obs             err            diff             res            time  ozone
    32    15    21       12        2     0.15453571E+03  0.15145234E+03  0.50000000E+00  0.30833732E+01  0.61667464E+01  0.60000000E+08     1
    32    15    22       12        2     0.15081091E+03  0.14773580E+03  0.50000000E+00  0.30751137E+01  0.61502274E+01  0.60000000E+08     1
    32    15    23       12        2     0.14710518E+03  0.14403725E+03  0.50000000E+00  0.30679298E+01  0.61358596E+01  0.60000000E+08     1
    32    15    24       12        2     0.14341812E+03  0.14035619E+03  0.50000000E+00  0.30619313E+01  0.61238626E+01  0.60000000E+08     1
    32    15    25       12        2     0.13974926E+03  0.13669201E+03  0.50000000E+00  0.30572451E+01  0.61144902E+01  0.60000000E+08     1
    32    15    26       12        2     0.13609808E+03  0.13304408E+03  0.50000000E+00  0.30540023E+01  0.61080045E+01  0.60000000E+08     1
    32    15    27       12        2     0.13246401E+03  0.12941170E+03  0.50000000E+00  0.30523126E+01  0.61046253E+01  0.60000000E+08     1
    32    15    28       12        2     0.12884639E+03  0.12579415E+03  0.50000000E+00  0.30522443E+01  0.61044886E+01  0.60000000E+08     1
    32    15    29       12        2     0.12524459E+03  0.12219071E+03  0.50000000E+00  0.30538811E+01  0.61077622E+01  0.60000000E+08     1
    32    15    30       12        2     0.12165794E+03  0.11860055E+03  0.50000000E+00  0.30573815E+01  0.61147630E+01  0.60000000E+08     1
    32    15    31       12        2     0.11808566E+03  0.11502268E+03  0.50000000E+00  0.30629824E+01  0.61259648E+01  0.60000000E+08     1
    32    15    32       12        2     0.11452683E+03  0.11145585E+03  0.50000000E+00  0.30709843E+01  0.61419686E+01  0.60000000E+08     1
    32    15    33       12        2     0.11098026E+03  0.10789855E+03  0.50000000E+00  0.30817109E+01  0.61634218E+01  0.60000000E+08     1
    32    15    34       12        2     0.10744451E+03  0.10434913E+03  0.50000000E+00  0.30953782E+01  0.61907564E+01  0.60000000E+08     1
    32    15    35       12        2     0.10391800E+03  0.10080633E+03  0.50000000E+00  0.31116778E+01  0.62233557E+01  0.60000000E+08     1
    32    15    36       12        2     0.10039957E+03  0.97269028E+02  0.50000000E+00  0.31305448E+01  0.62610895E+01  0.60000000E+08     1
    32    15    37       12        2     0.96888327E+02  0.93735758E+02  0.50000000E+00  0.31525697E+01  0.63051394E+01  0.60000000E+08     1
    32    15    38       12        2     0.93383184E+02  0.90204327E+02  0.50000000E+00  0.31788573E+01  0.63577147E+01  0.60000000E+08     1
    32    15    39       12        2     0.89882726E+02  0.86671385E+02  0.50000000E+00  0.32113402E+01  0.64226803E+01  0.60000000E+08     1
