% Shemat-Suite version: SHEMAT-Suite 9.0 (Freely)                                                       
% data fit at iteration                final
%    i     j     k     unit     type               calc             obs             err            diff             res            time  ozone
    32    15    21       12        2     0.15579859E+03  0.15145234E+03  0.50000000E+00  0.43462530E+01  0.86925060E+01  0.60000000E+08     1
    32    15    22       12        2     0.15206268E+03  0.14773580E+03  0.50000000E+00  0.43268828E+01  0.86537656E+01  0.60000000E+08     1
    32    15    23       12        2     0.14834537E+03  0.14403725E+03  0.50000000E+00  0.43081183E+01  0.86162366E+01  0.60000000E+08     1
    32    15    24       12        2     0.14464620E+03  0.14035619E+03  0.50000000E+00  0.42900142E+01  0.85800284E+01  0.60000000E+08     1
    32    15    25       12        2     0.14096465E+03  0.13669201E+03  0.50000000E+00  0.42726387E+01  0.85452774E+01  0.60000000E+08     1
    32    15    26       12        2     0.13730014E+03  0.13304408E+03  0.50000000E+00  0.42560599E+01  0.85121198E+01  0.60000000E+08     1
    32    15    27       12        2     0.13365202E+03  0.12941170E+03  0.50000000E+00  0.42403212E+01  0.84806424E+01  0.60000000E+08     1
    32    15    28       12        2     0.13001957E+03  0.12579415E+03  0.50000000E+00  0.42254199E+01  0.84508398E+01  0.60000000E+08     1
    32    15    29       12        2     0.12640207E+03  0.12219071E+03  0.50000000E+00  0.42113640E+01  0.84227281E+01  0.60000000E+08     1
    32    15    30       12        2     0.12279878E+03  0.11860055E+03  0.50000000E+00  0.41982273E+01  0.83964547E+01  0.60000000E+08     1
    32    15    31       12        2     0.11920883E+03  0.11502268E+03  0.50000000E+00  0.41861494E+01  0.83722987E+01  0.60000000E+08     1
    32    15    32       12        2     0.11563116E+03  0.11145585E+03  0.50000000E+00  0.41753151E+01  0.83506302E+01  0.60000000E+08     1
    32    15    33       12        2     0.11206446E+03  0.10789855E+03  0.50000000E+00  0.41659072E+01  0.83318143E+01  0.60000000E+08     1
    32    15    34       12        2     0.10850710E+03  0.10434913E+03  0.50000000E+00  0.41579622E+01  0.83159244E+01  0.60000000E+08     1
