% Shemat-Suite version: SHEMAT-Suite 9.0 (Freely)                                                       
% data fit at iteration                final
%    i     j     k     unit     type               calc             obs             err            diff             res            time  ozone
    32    15    21       12        2     0.15547788E+03  0.15145234E+03  0.50000000E+00  0.40255456E+01  0.80510912E+01  0.60000000E+08     1
    32    15    22       12        2     0.15174226E+03  0.14773580E+03  0.50000000E+00  0.40064569E+01  0.80129138E+01  0.60000000E+08     1
    32    15    23       12        2     0.14802524E+03  0.14403725E+03  0.50000000E+00  0.39879907E+01  0.79759814E+01  0.60000000E+08     1
    32    15    24       12        2     0.14432640E+03  0.14035619E+03  0.50000000E+00  0.39702193E+01  0.79404386E+01  0.60000000E+08     1
    32    15    25       12        2     0.14064524E+03  0.13669201E+03  0.50000000E+00  0.39532306E+01  0.79064612E+01  0.60000000E+08     1
    32    15    26       12        2     0.13698120E+03  0.13304408E+03  0.50000000E+00  0.39371152E+01  0.78742305E+01  0.60000000E+08     1
    32    15    27       12        2     0.13333364E+03  0.12941170E+03  0.50000000E+00  0.39219422E+01  0.78438844E+01  0.60000000E+08     1
    32    15    28       12        2     0.12970189E+03  0.12579415E+03  0.50000000E+00  0.39077387E+01  0.78154774E+01  0.60000000E+08     1
    32    15    29       12        2     0.12608526E+03  0.12219071E+03  0.50000000E+00  0.38945481E+01  0.77890963E+01  0.60000000E+08     1
    32    15    30       12        2     0.12248304E+03  0.11860055E+03  0.50000000E+00  0.38824871E+01  0.77649742E+01  0.60000000E+08     1
    32    15    31       12        2     0.11889443E+03  0.11502268E+03  0.50000000E+00  0.38717477E+01  0.77434954E+01  0.60000000E+08     1
    32    15    32       12        2     0.11531843E+03  0.11145585E+03  0.50000000E+00  0.38625796E+01  0.77251591E+01  0.60000000E+08     1
    32    15    33       12        2     0.11175380E+03  0.10789855E+03  0.50000000E+00  0.38552455E+01  0.77104911E+01  0.60000000E+08     1
    32    15    34       12        2     0.10819902E+03  0.10434913E+03  0.50000000E+00  0.38498836E+01  0.76997671E+01  0.60000000E+08     1
    32    15    35       12        2     0.10465241E+03  0.10080633E+03  0.50000000E+00  0.38460807E+01  0.76921615E+01  0.60000000E+08     1
    32    15    36       12        2     0.10111266E+03  0.97269028E+02  0.50000000E+00  0.38436305E+01  0.76872611E+01  0.60000000E+08     1
    32    15    37       12        2     0.97578657E+02  0.93735758E+02  0.50000000E+00  0.38428992E+01  0.76857984E+01  0.60000000E+08     1
    32    15    38       12        2     0.94048978E+02  0.90204327E+02  0.50000000E+00  0.38446512E+01  0.76893025E+01  0.60000000E+08     1
    32    15    39       12        2     0.90521695E+02  0.86671385E+02  0.50000000E+00  0.38503094E+01  0.77006187E+01  0.60000000E+08     1
    32    15    40       12        2     0.86994177E+02  0.83131509E+02  0.50000000E+00  0.38626678E+01  0.77253355E+01  0.60000000E+08     1
    32    15    41       12        2     0.83462687E+02  0.79575263E+02  0.50000000E+00  0.38874237E+01  0.77748474E+01  0.60000000E+08     1
    32    15    42       12        2     0.79921500E+02  0.75984904E+02  0.50000000E+00  0.39365966E+01  0.78731932E+01  0.60000000E+08     1
    32    15    43       12        2     0.76360967E+02  0.72324252E+02  0.50000000E+00  0.40367152E+01  0.80734304E+01  0.60000000E+08     1
    32    15    44       12        2     0.72763243E+02  0.68531442E+02  0.50000000E+00  0.42318007E+01  0.84636015E+01  0.60000000E+08     1
    32    15    45       12        2     0.69102173E+02  0.64669560E+02  0.50000000E+00  0.44326127E+01  0.88652255E+01  0.60000000E+08     1
    32    15    46       12        2     0.65322322E+02  0.60810325E+02  0.50000000E+00  0.45119969E+01  0.90239939E+01  0.60000000E+08     1
    32    15    47       12        2     0.61479640E+02  0.56994213E+02  0.50000000E+00  0.44854272E+01  0.89708544E+01  0.60000000E+08     1
    32    15    48       12        2     0.57652399E+02  0.53259247E+02  0.50000000E+00  0.43931521E+01  0.87863043E+01  0.60000000E+08     1
    32    15    49       12        2     0.53893318E+02  0.49667649E+02  0.50000000E+00  0.42256692E+01  0.84513383E+01  0.60000000E+08     1
    32    15    50       12        2     0.50267108E+02  0.46839711E+02  0.50000000E+00  0.34273966E+01  0.68547933E+01  0.60000000E+08     1
    32    15    51        9        2     0.47393843E+02  0.43918630E+02  0.50000000E+00  0.34752138E+01  0.69504276E+01  0.60000000E+08     1
    32    15    52        8        2     0.44367169E+02  0.40376437E+02  0.50000000E+00  0.39907315E+01  0.79814631E+01  0.60000000E+08     1
    32    15    53        8        2     0.40701368E+02  0.36129785E+02  0.50000000E+00  0.45715835E+01  0.91431670E+01  0.60000000E+08     1
    32    15    54        7        2     0.36348345E+02  0.31150589E+02  0.50000000E+00  0.51977555E+01  0.10395511E+02  0.60000000E+08     1
    32    15    55        7        2     0.31273039E+02  0.26234622E+02  0.50000000E+00  0.50384168E+01  0.10076834E+02  0.60000000E+08     1
    32    15    56        7        2     0.26295572E+02  0.21462407E+02  0.50000000E+00  0.48331649E+01  0.96663298E+01  0.60000000E+08     1
    32    15    57        7        2     0.21487236E+02  0.17040457E+02  0.50000000E+00  0.44467789E+01  0.88935578E+01  0.60000000E+08     1
    79    23    31       12        2     0.11610113E+03  0.11190129E+03  0.50000000E+00  0.41998380E+01  0.83996759E+01  0.60000000E+08     1
    79    23    32       12        2     0.11249131E+03  0.10831165E+03  0.50000000E+00  0.41796619E+01  0.83593238E+01  0.60000000E+08     1
    79    23    33       12        2     0.10889859E+03  0.10473877E+03  0.50000000E+00  0.41598142E+01  0.83196283E+01  0.60000000E+08     1
    79    23    34       12        2     0.10532261E+03  0.10118208E+03  0.50000000E+00  0.41405264E+01  0.82810528E+01  0.60000000E+08     1
    79    23    35       12        2     0.10176287E+03  0.97640698E+02  0.50000000E+00  0.41221718E+01  0.82443436E+01  0.60000000E+08     1
    79    23    36       12        2     0.98218599E+02  0.94113242E+02  0.50000000E+00  0.41053572E+01  0.82107144E+01  0.60000000E+08     1
    79    23    37       12        2     0.94688580E+02  0.90597498E+02  0.50000000E+00  0.40910816E+01  0.81821631E+01  0.60000000E+08     1
    79    23    38       12        2     0.91170799E+02  0.87089785E+02  0.50000000E+00  0.40810146E+01  0.81620292E+01  0.60000000E+08     1
    79    23    39       12        2     0.87661761E+02  0.83583770E+02  0.50000000E+00  0.40779908E+01  0.81559816E+01  0.60000000E+08     1
    79    23    40       12        2     0.84155132E+02  0.80068237E+02  0.50000000E+00  0.40868948E+01  0.81737896E+01  0.60000000E+08     1
