x_loc,z,x_glob,y_glob
1056.6767526957804,291.42857142857144,2671265.041742574,1267831.8506318135
1473.4432197616486,-45.14285714285711,2671438.2052719886,1267452.76135453
2168.053998204762,-222.28571428571422,2671726.811154346,1266820.945892391
2827.9342377257203,-496.8571428571431,2672000.9867425854,1266220.7212033588
