x_loc,z,x_glob,y_glob
188.4132796418881,-1745.7142857142858,2670904.284389627,1268621.6199594873
1074.0420221568581,-1834.2857142857142,2671272.256889633,1267816.05524526
1820.7486089832055,-1843.1428571428573,2671582.508213167,1267136.8536234605
2115.958189821529,-1967.1428571428578,2671705.165713169,1266868.3320520513
2862.6647766478764,-1869.7142857142862,2672015.4170367033,1266189.1304302518
3453.083938324523,-1940.571428571429,2672260.7320367075,1265652.0872874337
9235.718138917477,-2064.5714285714284,2674663.3757871445,1260392.2240471628
9791.406761671968,-2029.1428571428578,2674894.2604930303,1259886.7716774514
