x_loc,z,x_glob,y_glob
22862.545191599223,397.71428571428567,2665475.3525248263,1264857.0768095027
26043.980910249815,362.28571428571456,2668563.3884795276,1265622.3004202049
28487.693485100113,291.42857142857144,2670935.3591749766,1266210.081134768
30378.112646776757,318.0,2672770.279901645,1266664.7794233921
34158.950970130056,220.57142857142856,2676440.1213549813,1267574.1760006407
37709.25037132766,211.71428571428623,2679886.1919879923,1268428.1215670814
