x_loc,z,x_glob,y_glob
2860.5390902764784,24.090467180525366,2650361.852897592,1264580.1843371508
3108.443281893244,-941.3381042480469,2650478.055838074,1264361.2017697068
3604.251665126778,-1959.90966796875,2650710.4617190384,1263923.2366348184
