X,Y,Z,azimuth,dip,polarity,formation
9638.333129999999,2.0,-741.4284849999999,180.0,21.092339163823944,1.0,Upper-filling
10388.333129999999,2.0,-1084.285625,180.0,27.21611144856013,1.0,Upper-filling
11388.333129999999,2.0,-1630.7142,180.0,29.656656805914366,1.0,Upper-filling
12488.333129999999,2.0,-2069.999915,180.0,11.71555923317825,1.0,Upper-filling
13604.9998,2.0,-2112.857055,0.0,6.1155036337205395,1.0,Upper-filling
15371.666465000002,2.0,-2069.99991,180.0,1.0522530732814803,1.0,Upper-filling
17004.999795000003,2.0,-2102.1427700000004,180.0,1.3152337915789105,1.0,Upper-filling
18054.999795000003,2.0,-1887.8570600000003,0.0,21.09233945086261,1.0,Upper-filling
19788.333130000003,2.0,-484.28563,0.0,45.70298045744985,1.0,Upper-filling
22938.333130000003,2.0,683.571515,180.0,0.3069387192470126,1.0,Upper-filling
