# x z
1401.66632 608.57152
7201.66632 501.42866
10784.01926 -4748.57134
12205.58789 -4641.42848
13342.84279 -4191.42848
14025.19573 -3977.14277
15162.45063 -2691.42848
16470.29377 -1684.28563
18801.66632 565.71437
21474.21534 565.71437
23521.27416 587.14294
27842.84279 587.14294
