X,Y,Z,azimuth,dip,polarity,formation
9049.705535000001,2.0,-827.14277,180.0,80.58322916193437,1.0,Fault2
9305.587885,2.0,-1930.714195,180.0,73.85516529176809,1.0,Fault2
9675.19573,2.0,-3087.857055,180.0,70.68572298585491,1.0,Fault2
10130.097695,2.0,-4212.857055,180.0,65.33181555822176,1.0,Fault2
10727.15652,2.0,-5466.428485,180.0,63.900024446565055,1.0,Fault2
