X,Y,Z,azimuth,dip,polarity,formation
10954.999795,2.0,-2048.57134,180.0,62.332883585965945,1.0,Middle-filling
13221.666459999999,2.0,-4887.8570549999995,0.0,4.085616508522798,1.0,Middle-filling
14788.333129999999,2.0,-4523.571345,0.0,20.830141776903933,1.0,Middle-filling
16038.333129999999,2.0,-3805.7142000000003,0.0,43.215157096269614,1.0,Middle-filling
16921.66646,2.0,-3130.7142000000003,0.0,30.76271926562746,1.0,Middle-filling
17838.33313,2.0,-2519.9999150000003,0.0,36.304497098166,1.0,Middle-filling
18654.9998,2.0,-1930.7142,0.0,35.148672500840064,1.0,Middle-filling
19838.33313,2.0,-527.14277,0.0,54.23990199674991,1.0,Middle-filling
21671.66646,2.0,619.285805,180.0,0.6138598221884698,1.0,Middle-filling
23804.999795000003,2.0,640.714375,0.0,1.6245497486074194,1.0,Middle-filling
