X,Y,Z,azimuth,dip,polarity,formation
4301.66632,2.0,555.00009,180.0,1.0582992305292147,1.0,Middle-filling
8992.842789999999,2.0,-2123.57134,180.0,55.692212164044506,1.0,Middle-filling
11494.803575,2.0,-4694.9999099999995,0.0,4.31020283995359,1.0,Middle-filling
12774.21534,2.0,-4416.42848,0.0,21.588193105181247,1.0,Middle-filling
13684.019260000001,2.0,-4084.285625,0.0,17.434343593941403,1.0,Middle-filling
14593.823180000001,2.0,-3334.2856250000004,0.0,48.506225272014106,1.0,Middle-filling
15816.372200000002,2.0,-2187.857055,0.0,37.599121223888496,1.0,Middle-filling
17635.980045,2.0,-559.2856300000001,0.0,43.98244173653355,1.0,Middle-filling
20137.94083,2.0,565.71437,0.0,0.0,1.0,Middle-filling
22497.744749999998,2.0,576.428655,0.0,0.5997491460948041,1.0,Middle-filling
25682.058474999998,2.0,587.1429400000001,0.0,0.0,1.0,Middle-filling
