X,Y,Z,azimuth,dip,polarity,formation
18004.9998,2.0,-1802.14277,0.0,72.71850165707632,1.0,Fault4
17621.666465000002,2.0,-3462.8570550000004,0.0,81.15818530927676,1.0,Fault4
17488.333130000003,2.0,-4319.99991,0.0,0.0,1.0,Fault4
