X,Y,Z,formation,IsFault
14821.27416,14000,-2027.14277,Upper-filling,FALSE
16242.84279,14000,-1662.85706,Upper-filling,FALSE
19256.56828,14000,999,Upper-filling,FALSE
23521.27416,14000,999,Upper-filling,FALSE
27842.84279,14000,999,Upper-filling,FALSE
1401.66632,14000,608.57152,Mesozoic,FALSE
4131.07808,14000,544.2858,Mesozoic,FALSE
5950.68593,14000,8.57152,Mesozoic,FALSE
8225.19573,14000,-119.99991,Mesozoic,FALSE
9760.48985,14000,-441.42848,Mesozoic,FALSE
11466.3722,14000,-634.28563,Mesozoic,FALSE
13854.6075,14000,-741.42848,Mesozoic,FALSE
16015.39181,14000,-869.99991,Mesozoic,FALSE
18119.31338,14000,-934.28563,Mesozoic,FALSE
23464.41142,14000,-1384.28563,Mesozoic,FALSE
25454.6075,14000,-1512.85706,Mesozoic,FALSE
27672.25455,14000,-1769.99991,Mesozoic,FALSE
21019.31338,14000,-1041.42848,Mesozoic,FALSE
21644.80357,14000,115.71437,Tertiary,FALSE
24203.6271,14000,-334.28563,Tertiary,FALSE
26591.8624,14000,-569.99991,Tertiary,FALSE
28468.33299,14000,-848.57134,Tertiary,FALSE
9709.60363,14000,-122.74089,Orange,FALSE
13678.39114,14000,-461.59632,Orange,FALSE
16602.76089,14000,-551.95776,Orange,FALSE
17473.10903,14000,329.06633,Orange,FALSE
19178.99245,14000,-461.59632,Orange,FALSE
20327.85199,14000,-280.87343,Orange,FALSE
25375.8712,14000,-1229.66861,Orange,FALSE
9883.67326,14000,148.34344,Pink,FALSE
13678.39114,14000,-190.51198,Pink,FALSE
16498.31912,14000,-280.87343,Pink,FALSE
17681.99365,14000,487.19886,Pink,FALSE
19178.99245,14000,-213.10234,Pink,FALSE
20049.34059,14000,216.11453,Pink,FALSE
25375.8712,14000,-1026.35535,Pink,FALSE
16602.76089,14000,645.33139,Thrust1_south,TRUE
17194.59763,14000,-190.51198,Thrust1_south,TRUE
19004.92282,14000,-868.22282,Thrust1_south,TRUE
19353.06207,14000,419.42778,Thrust2_south,TRUE
20014.52666,14000,-303.46379,Thrust2_south,TRUE
21581.15331,14000,-958.58427,Thrust2_south,TRUE
26768.42822,14000,-1636.29546,Thrust2_south,TRUE
