% Shemat-Suite version: SHEMAT-Suite 9.0 (Freely)                                                       
% data fit at iteration                final
%    i     j     k     unit     type               calc             obs             err            diff             res            time  ozone
    32    15    19       13        2     0.19311016E+03  0.17828939E+03  0.50000000E+00  0.14820774E+02  0.29641549E+02  0.60000000E+08     1
    32    15    20       13        2     0.18847888E+03  0.17377719E+03  0.50000000E+00  0.14701688E+02  0.29403375E+02  0.60000000E+08     1
    32    15    21       13        2     0.18385927E+03  0.16927783E+03  0.50000000E+00  0.14581441E+02  0.29162881E+02  0.60000000E+08     1
    32    15    22       13        2     0.17925136E+03  0.16479184E+03  0.50000000E+00  0.14459523E+02  0.28919045E+02  0.60000000E+08     1
    32    15    23       13        2     0.17465525E+03  0.16031987E+03  0.50000000E+00  0.14335386E+02  0.28670772E+02  0.60000000E+08     1
    32    15    24       13        2     0.17007110E+03  0.15586249E+03  0.50000000E+00  0.14208614E+02  0.28417228E+02  0.60000000E+08     1
    32    15    25       13        2     0.16549891E+03  0.15142000E+03  0.50000000E+00  0.14078910E+02  0.28157819E+02  0.60000000E+08     1
    32    15    26       13        2     0.16093836E+03  0.14699254E+03  0.50000000E+00  0.13945829E+02  0.27891658E+02  0.60000000E+08     1
    32    15    27       13        2     0.15638895E+03  0.14258062E+03  0.50000000E+00  0.13808333E+02  0.27616666E+02  0.60000000E+08     1
    32    15    28       13        2     0.15185061E+03  0.13818614E+03  0.50000000E+00  0.13664477E+02  0.27328953E+02  0.60000000E+08     1
    32    15    29       13        2     0.14732463E+03  0.13381188E+03  0.50000000E+00  0.13512747E+02  0.27025494E+02  0.60000000E+08     1
    32    15    30       13        2     0.14281293E+03  0.12946016E+03  0.50000000E+00  0.13352767E+02  0.26705535E+02  0.60000000E+08     1
    32    15    31       13        2     0.13831673E+03  0.12513145E+03  0.50000000E+00  0.13185275E+02  0.26370551E+02  0.60000000E+08     1
    32    15    32       13        2     0.13383513E+03  0.12082330E+03  0.50000000E+00  0.13011832E+02  0.26023663E+02  0.60000000E+08     1
    32    15    33       13        2     0.12936423E+03  0.11653019E+03  0.50000000E+00  0.12834042E+02  0.25668084E+02  0.60000000E+08     1
    32    15    34       13        2     0.12489717E+03  0.11224620E+03  0.50000000E+00  0.12650966E+02  0.25301931E+02  0.60000000E+08     1
    32    15    35       13        2     0.12042727E+03  0.10797624E+03  0.50000000E+00  0.12451030E+02  0.24902060E+02  0.60000000E+08     1
    32    15    36       13        2     0.11596054E+03  0.10373225E+03  0.50000000E+00  0.12228283E+02  0.24456566E+02  0.60000000E+08     1
    32    15    37       13        2     0.11150784E+03  0.99525381E+02  0.50000000E+00  0.11982455E+02  0.23964909E+02  0.60000000E+08     1
    32    15    38       13        2     0.10707819E+03  0.95364379E+02  0.50000000E+00  0.11713811E+02  0.23427622E+02  0.60000000E+08     1
    32    15    39       13        2     0.10267726E+03  0.91255453E+02  0.50000000E+00  0.11421807E+02  0.22843614E+02  0.60000000E+08     1
    32    15    40       13        2     0.98306717E+02  0.87201653E+02  0.50000000E+00  0.11105063E+02  0.22210127E+02  0.60000000E+08     1
    32    15    41       13        2     0.93962341E+02  0.83200185E+02  0.50000000E+00  0.10762156E+02  0.21524313E+02  0.60000000E+08     1
    32    15    42       13        2     0.89628640E+02  0.79234950E+02  0.50000000E+00  0.10393689E+02  0.20787378E+02  0.60000000E+08     1
    32    15    43       13        2     0.85265650E+02  0.75258570E+02  0.50000000E+00  0.10007080E+02  0.20014160E+02  0.60000000E+08     1
    32    15    44       13        2     0.80778237E+02  0.71302790E+02  0.50000000E+00  0.94754471E+01  0.18950894E+02  0.60000000E+08     1
    32    15    45       13        2     0.76174395E+02  0.67445610E+02  0.50000000E+00  0.87287854E+01  0.17457571E+02  0.60000000E+08     1
    32    15    46       13        2     0.71535258E+02  0.63656999E+02  0.50000000E+00  0.78782594E+01  0.15756519E+02  0.60000000E+08     1
    32    15    47       13        2     0.66923861E+02  0.59926366E+02  0.50000000E+00  0.69974946E+01  0.13994989E+02  0.60000000E+08     1
    32    15    48       13        2     0.62375538E+02  0.56260330E+02  0.50000000E+00  0.61152079E+01  0.12230416E+02  0.60000000E+08     1
    32    15    49       13        2     0.57927903E+02  0.52688486E+02  0.50000000E+00  0.52394174E+01  0.10478835E+02  0.60000000E+08     1
    32    15    50       13        2     0.53651195E+02  0.49749458E+02  0.50000000E+00  0.39017365E+01  0.78034729E+01  0.60000000E+08     1
    32    15    51        9        2     0.50376322E+02  0.46612920E+02  0.50000000E+00  0.37634014E+01  0.75268028E+01  0.60000000E+08     1
    32    15    52        8        2     0.47080723E+02  0.42768667E+02  0.50000000E+00  0.43120563E+01  0.86241126E+01  0.60000000E+08     1
    32    15    53        8        2     0.43118843E+02  0.38131981E+02  0.50000000E+00  0.49868619E+01  0.99737238E+01  0.60000000E+08     1
    32    15    54        7        2     0.38398118E+02  0.32685264E+02  0.50000000E+00  0.57128538E+01  0.11425708E+02  0.60000000E+08     1
    32    15    55        7        2     0.32878426E+02  0.27301341E+02  0.50000000E+00  0.55770856E+01  0.11154171E+02  0.60000000E+08     1
    32    15    56        7        2     0.27435923E+02  0.22073753E+02  0.50000000E+00  0.53621705E+01  0.10724341E+02  0.60000000E+08     1
    32    15    57        7        2     0.22155360E+02  0.17232406E+02  0.50000000E+00  0.49229541E+01  0.98459081E+01  0.60000000E+08     1
    79    23    33       13        2     0.12290805E+03  0.11379920E+03  0.50000000E+00  0.91088480E+01  0.18217696E+02  0.60000000E+08     1
    79    23    34       13        2     0.11873942E+03  0.10981343E+03  0.50000000E+00  0.89259967E+01  0.17851993E+02  0.60000000E+08     1
    79    23    35       13        2     0.11458985E+03  0.10584860E+03  0.50000000E+00  0.87412493E+01  0.17482499E+02  0.60000000E+08     1
    79    23    36       13        2     0.11045855E+03  0.10190310E+03  0.50000000E+00  0.85554486E+01  0.17110897E+02  0.60000000E+08     1
    79    23    37       13        2     0.10634423E+03  0.97974374E+02  0.50000000E+00  0.83698536E+01  0.16739707E+02  0.60000000E+08     1
    79    23    38       13        2     0.10224465E+03  0.94058220E+02  0.50000000E+00  0.81864313E+01  0.16372863E+02  0.60000000E+08     1
    79    23    39       13        2     0.98155959E+02  0.90147554E+02  0.50000000E+00  0.80084054E+01  0.16016811E+02  0.60000000E+08     1
    79    23    40       13        2     0.94071304E+02  0.86230006E+02  0.50000000E+00  0.78412981E+01  0.15682596E+02  0.60000000E+08     1
    79    23    41       13        2     0.89978305E+02  0.82283377E+02  0.50000000E+00  0.76949279E+01  0.15389856E+02  0.60000000E+08     1
    79    23    42       13        2     0.85854133E+02  0.78266872E+02  0.50000000E+00  0.75872610E+01  0.15174522E+02  0.60000000E+08     1
    79    23    43       13        2     0.81655903E+02  0.73390079E+02  0.50000000E+00  0.82658245E+01  0.16531649E+02  0.60000000E+08     1
    79    23    44        6        2     0.76557970E+02  0.69224105E+02  0.50000000E+00  0.73338654E+01  0.14667731E+02  0.60000000E+08     1
    79    23    45        9        2     0.72200193E+02  0.65858666E+02  0.50000000E+00  0.63415268E+01  0.12683054E+02  0.60000000E+08     1
    79    23    46        8        2     0.68676867E+02  0.61721244E+02  0.50000000E+00  0.69556236E+01  0.13911247E+02  0.60000000E+08     1
    79    23    47        8        2     0.64350205E+02  0.56709129E+02  0.50000000E+00  0.76410755E+01  0.15282151E+02  0.60000000E+08     1
    79    23    48        7        2     0.59115292E+02  0.50920428E+02  0.50000000E+00  0.81948648E+01  0.16389730E+02  0.60000000E+08     1
    79    23    49        7        2     0.53067689E+02  0.45203122E+02  0.50000000E+00  0.78645674E+01  0.15729135E+02  0.60000000E+08     1
    79    23    50        7        2     0.47081008E+02  0.39523963E+02  0.50000000E+00  0.75570449E+01  0.15114090E+02  0.60000000E+08     1
    79    23    51        7        2     0.41113992E+02  0.33855890E+02  0.50000000E+00  0.72581021E+01  0.14516204E+02  0.60000000E+08     1
    79    23    52        7        2     0.35133218E+02  0.28431813E+02  0.50000000E+00  0.67014055E+01  0.13402811E+02  0.60000000E+08     1
    79    23    53        6        2     0.29381466E+02  0.23257281E+02  0.50000000E+00  0.61241849E+01  0.12248370E+02  0.60000000E+08     1
    79    23    54        6        2     0.23860650E+02  0.18078629E+02  0.50000000E+00  0.57820207E+01  0.11564041E+02  0.60000000E+08     1
    53    34    21       12        2     0.19252041E+03  0.16516882E+03  0.50000000E+00  0.27351590E+02  0.54703180E+02  0.60000000E+08     1
    53    34    22       12        2     0.18766126E+03  0.16053226E+03  0.50000000E+00  0.27128997E+02  0.54257994E+02  0.60000000E+08     1
    53    34    23       12        2     0.18282854E+03  0.15595140E+03  0.50000000E+00  0.26877146E+02  0.53754291E+02  0.60000000E+08     1
    53    34    24       12        2     0.17801711E+03  0.15141180E+03  0.50000000E+00  0.26605311E+02  0.53210622E+02  0.60000000E+08     1
    53    34    25       12        2     0.17329840E+03  0.14687849E+03  0.50000000E+00  0.26419908E+02  0.52839816E+02  0.60000000E+08     1
    53    34    26       11        2     0.16830239E+03  0.14241733E+03  0.50000000E+00  0.25885059E+02  0.51770118E+02  0.60000000E+08     1
    53    34    27       11        2     0.16305050E+03  0.13814941E+03  0.50000000E+00  0.24901090E+02  0.49802180E+02  0.60000000E+08     1
    53    34    28       11        2     0.15792642E+03  0.13339837E+03  0.50000000E+00  0.24528048E+02  0.49056096E+02  0.60000000E+08     1
    53    34    29       11        2     0.15286015E+03  0.12818557E+03  0.50000000E+00  0.24674575E+02  0.49349150E+02  0.60000000E+08     1
    53    34    30       11        2     0.14778506E+03  0.12307256E+03  0.50000000E+00  0.24712507E+02  0.49425014E+02  0.60000000E+08     1
    53    34    31       11        2     0.14269047E+03  0.11791345E+03  0.50000000E+00  0.24777023E+02  0.49554046E+02  0.60000000E+08     1
    53    34    32       11        2     0.13759982E+03  0.11270237E+03  0.50000000E+00  0.24897447E+02  0.49794895E+02  0.60000000E+08     1
    53    34    33       11        2     0.13251795E+03  0.10747341E+03  0.50000000E+00  0.25044537E+02  0.50089073E+02  0.60000000E+08     1
    53    34    34       11        2     0.12744755E+03  0.10223750E+03  0.50000000E+00  0.25210045E+02  0.50420091E+02  0.60000000E+08     1
    53    34    35       11        2     0.12238993E+03  0.97002632E+02  0.50000000E+00  0.25387298E+02  0.50774596E+02  0.60000000E+08     1
    53    34    36       11        2     0.11734756E+03  0.92404430E+02  0.50000000E+00  0.24943132E+02  0.49886264E+02  0.60000000E+08     1
    53    34    37       10        2     0.11172269E+03  0.88471542E+02  0.50000000E+00  0.23251153E+02  0.46502306E+02  0.60000000E+08     1
    53    34    38       10        2     0.10552171E+03  0.84574203E+02  0.50000000E+00  0.20947507E+02  0.41895014E+02  0.60000000E+08     1
    53    34    39       10        2     0.99350321E+02  0.80711862E+02  0.50000000E+00  0.18638459E+02  0.37276918E+02  0.60000000E+08     1
    53    34    40       10        2     0.93208640E+02  0.76882820E+02  0.50000000E+00  0.16325820E+02  0.32651641E+02  0.60000000E+08     1
    53    34    41       10        2     0.87099238E+02  0.73085659E+02  0.50000000E+00  0.14013579E+02  0.28027158E+02  0.60000000E+08     1
    53    34    42       10        2     0.81027776E+02  0.69320793E+02  0.50000000E+00  0.11706983E+02  0.23413966E+02  0.60000000E+08     1
    53    34    43       10        2     0.75003023E+02  0.65593570E+02  0.50000000E+00  0.94094527E+01  0.18818905E+02  0.60000000E+08     1
    53    34    44       10        2     0.69036204E+02  0.61920541E+02  0.50000000E+00  0.71156624E+01  0.14231325E+02  0.60000000E+08     1
    53    34    45       10        2     0.63138331E+02  0.58342815E+02  0.50000000E+00  0.47955155E+01  0.95910310E+01  0.60000000E+08     1
    53    34    46       10        2     0.57311613E+02  0.55530177E+02  0.50000000E+00  0.17814352E+01  0.35628704E+01  0.60000000E+08     1
