% Shemat-Suite version: SHEMAT-Suite 9.0 (Freely)                                                       
% data fit at iteration                final
%    i     j     k     unit     type               calc             obs             err            diff             res            time  ozone
    32    15    19       13        2     0.18563751E+03  0.17828939E+03  0.50000000E+00  0.73481256E+01  0.14696251E+02  0.60000000E+08     1
    32    15    20       13        2     0.18099940E+03  0.17377719E+03  0.50000000E+00  0.72222114E+01  0.14444423E+02  0.60000000E+08     1
    32    15    21       13        2     0.17636388E+03  0.16927783E+03  0.50000000E+00  0.70860482E+01  0.14172096E+02  0.60000000E+08     1
    32    15    22       13        2     0.17173173E+03  0.16479184E+03  0.50000000E+00  0.69398906E+01  0.13879781E+02  0.60000000E+08     1
    32    15    23       13        2     0.16710402E+03  0.16031987E+03  0.50000000E+00  0.67841466E+01  0.13568293E+02  0.60000000E+08     1
    32    15    24       13        2     0.16248200E+03  0.15586249E+03  0.50000000E+00  0.66195096E+01  0.13239019E+02  0.60000000E+08     1
    32    15    25       13        2     0.15786681E+03  0.15142000E+03  0.50000000E+00  0.64468027E+01  0.12893605E+02  0.60000000E+08     1
    32    15    26       13        2     0.15325915E+03  0.14699254E+03  0.50000000E+00  0.62666129E+01  0.12533226E+02  0.60000000E+08     1
    32    15    27       13        2     0.14865955E+03  0.14258062E+03  0.50000000E+00  0.60789325E+01  0.12157865E+02  0.60000000E+08     1
    32    15    28       13        2     0.14406937E+03  0.13818614E+03  0.50000000E+00  0.58832272E+01  0.11766454E+02  0.60000000E+08     1
    32    15    29       13        2     0.13949219E+03  0.13381188E+03  0.50000000E+00  0.56803121E+01  0.11360624E+02  0.60000000E+08     1
    32    15    30       13        2     0.13493284E+03  0.12946016E+03  0.50000000E+00  0.54726785E+01  0.10945357E+02  0.60000000E+08     1
    32    15    31       13        2     0.13039514E+03  0.12513145E+03  0.50000000E+00  0.52636941E+01  0.10527388E+02  0.60000000E+08     1
    32    15    32       13        2     0.12587985E+03  0.12082330E+03  0.50000000E+00  0.50565569E+01  0.10113114E+02  0.60000000E+08     1
    32    15    33       13        2     0.12138313E+03  0.11653019E+03  0.50000000E+00  0.48529442E+01  0.97058884E+01  0.60000000E+08     1
    32    15    34       13        2     0.11689652E+03  0.11224620E+03  0.50000000E+00  0.46503143E+01  0.93006286E+01  0.60000000E+08     1
    32    15    35       13        2     0.11241149E+03  0.10797624E+03  0.50000000E+00  0.44352411E+01  0.88704821E+01  0.60000000E+08     1
    32    15    36       13        2     0.10793801E+03  0.10373225E+03  0.50000000E+00  0.42057603E+01  0.84115206E+01  0.60000000E+08     1
    32    15    37       13        2     0.10349522E+03  0.99525381E+02  0.50000000E+00  0.39698403E+01  0.79396805E+01  0.60000000E+08     1
    32    15    38       13        2     0.99100602E+02  0.95364379E+02  0.50000000E+00  0.37362230E+01  0.74724459E+01  0.60000000E+08     1
    32    15    39       13        2     0.94767954E+02  0.91255453E+02  0.50000000E+00  0.35125005E+01  0.70250010E+01  0.60000000E+08     1
    32    15    40       13        2     0.90507392E+02  0.87201653E+02  0.50000000E+00  0.33057389E+01  0.66114778E+01  0.60000000E+08     1
    32    15    41       13        2     0.86324676E+02  0.83200185E+02  0.50000000E+00  0.31244915E+01  0.62489830E+01  0.60000000E+08     1
    32    15    42       13        2     0.82217618E+02  0.79234950E+02  0.50000000E+00  0.29826673E+01  0.59653347E+01  0.60000000E+08     1
    32    15    43       13        2     0.78165758E+02  0.75258570E+02  0.50000000E+00  0.29071879E+01  0.58143758E+01  0.60000000E+08     1
    32    15    44       13        2     0.74105308E+02  0.71302790E+02  0.50000000E+00  0.28025180E+01  0.56050361E+01  0.60000000E+08     1
    32    15    45       13        2     0.70088031E+02  0.67445610E+02  0.50000000E+00  0.26424213E+01  0.52848426E+01  0.60000000E+08     1
    32    15    46       13        2     0.66306221E+02  0.63656999E+02  0.50000000E+00  0.26492215E+01  0.52984430E+01  0.60000000E+08     1
    32    15    47       13        2     0.62660172E+02  0.59926366E+02  0.50000000E+00  0.27338054E+01  0.54676107E+01  0.60000000E+08     1
    32    15    48       13        2     0.59101883E+02  0.56260330E+02  0.50000000E+00  0.28415532E+01  0.56831064E+01  0.60000000E+08     1
    32    15    49       13        2     0.55611849E+02  0.52688486E+02  0.50000000E+00  0.29233635E+01  0.58467269E+01  0.60000000E+08     1
    32    15    50       13        2     0.52192001E+02  0.49749458E+02  0.50000000E+00  0.24425430E+01  0.48850861E+01  0.60000000E+08     1
    32    15    51        9        2     0.49337385E+02  0.46612920E+02  0.50000000E+00  0.27244648E+01  0.54489296E+01  0.60000000E+08     1
    32    15    52        8        2     0.46260425E+02  0.42768667E+02  0.50000000E+00  0.34917586E+01  0.69835172E+01  0.60000000E+08     1
    32    15    53        8        2     0.42474152E+02  0.38131981E+02  0.50000000E+00  0.43421709E+01  0.86843418E+01  0.60000000E+08     1
    32    15    54        7        2     0.37895433E+02  0.32685264E+02  0.50000000E+00  0.52101690E+01  0.10420338E+02  0.60000000E+08     1
    32    15    55        7        2     0.32509058E+02  0.27301341E+02  0.50000000E+00  0.52077171E+01  0.10415434E+02  0.60000000E+08     1
    32    15    56        7        2     0.27180933E+02  0.22073753E+02  0.50000000E+00  0.51071802E+01  0.10214360E+02  0.60000000E+08     1
    32    15    57        7        2     0.22005165E+02  0.17232406E+02  0.50000000E+00  0.47727595E+01  0.95455189E+01  0.60000000E+08     1
    79    23    33       13        2     0.11888459E+03  0.11379920E+03  0.50000000E+00  0.50853892E+01  0.10170778E+02  0.60000000E+08     1
    79    23    34       13        2     0.11486305E+03  0.10981343E+03  0.50000000E+00  0.50496194E+01  0.10099239E+02  0.60000000E+08     1
    79    23    35       13        2     0.11086405E+03  0.10584860E+03  0.50000000E+00  0.50154508E+01  0.10030902E+02  0.60000000E+08     1
    79    23    36       13        2     0.10688653E+03  0.10190310E+03  0.50000000E+00  0.49834228E+01  0.99668457E+01  0.60000000E+08     1
