% Shemat-Suite version: SHEMAT-Suite 9.0 (Freely)                                                       
% data fit at iteration                final
%    i     j     k     unit     type               calc             obs             err            diff             res            time  ozone
    32    15    19       13        2     0.19452419E+03  0.17828939E+03  0.50000000E+00  0.16234809E+02  0.32469619E+02  0.60000000E+08     1
    32    15    20       13        2     0.18974696E+03  0.17377719E+03  0.50000000E+00  0.15969771E+02  0.31939541E+02  0.60000000E+08     1
    32    15    21       13        2     0.18497592E+03  0.16927783E+03  0.50000000E+00  0.15698087E+02  0.31396174E+02  0.60000000E+08     1
    32    15    22       13        2     0.18021149E+03  0.16479184E+03  0.50000000E+00  0.15419656E+02  0.30839311E+02  0.60000000E+08     1
    32    15    23       13        2     0.17545430E+03  0.16031987E+03  0.50000000E+00  0.15134428E+02  0.30268855E+02  0.60000000E+08     1
    32    15    24       13        2     0.17070504E+03  0.15586249E+03  0.50000000E+00  0.14842550E+02  0.29685101E+02  0.60000000E+08     1
    32    15    25       13        2     0.16596423E+03  0.15142000E+03  0.50000000E+00  0.14544221E+02  0.29088442E+02  0.60000000E+08     1
    32    15    26       13        2     0.16123189E+03  0.14699254E+03  0.50000000E+00  0.14239350E+02  0.28478700E+02  0.60000000E+08     1
    32    15    27       13        2     0.15650786E+03  0.14258062E+03  0.50000000E+00  0.13927237E+02  0.27854473E+02  0.60000000E+08     1
    32    15    28       13        2     0.15179280E+03  0.13818614E+03  0.50000000E+00  0.13606665E+02  0.27213331E+02  0.60000000E+08     1
    32    15    29       13        2     0.14708963E+03  0.13381188E+03  0.50000000E+00  0.13277752E+02  0.26555505E+02  0.60000000E+08     1
    32    15    30       13        2     0.14240224E+03  0.12946016E+03  0.50000000E+00  0.12942081E+02  0.25884162E+02  0.60000000E+08     1
    32    15    31       13        2     0.13773334E+03  0.12513145E+03  0.50000000E+00  0.12601890E+02  0.25203780E+02  0.60000000E+08     1
    32    15    32       13        2     0.13308239E+03  0.12082330E+03  0.50000000E+00  0.12259096E+02  0.24518192E+02  0.60000000E+08     1
    32    15    33       13        2     0.12844425E+03  0.11653019E+03  0.50000000E+00  0.11914060E+02  0.23828119E+02  0.60000000E+08     1
    32    15    34       13        2     0.12380932E+03  0.11224620E+03  0.50000000E+00  0.11563119E+02  0.23126238E+02  0.60000000E+08     1
    32    15    35       13        2     0.11916866E+03  0.10797624E+03  0.50000000E+00  0.11192419E+02  0.22384839E+02  0.60000000E+08     1
    32    15    36       13        2     0.11453362E+03  0.10373225E+03  0.50000000E+00  0.10801369E+02  0.21602738E+02  0.60000000E+08     1
    32    15    37       13        2     0.10992254E+03  0.99525381E+02  0.50000000E+00  0.10397161E+02  0.20794321E+02  0.60000000E+08     1
