% Shemat-Suite version: SHEMAT-Suite 9.0 (Freely)                                                       
% data fit at iteration                final
%    i     j     k     unit     type               calc             obs             err            diff             res            time  ozone
    32    15    19       13        2     0.18338492E+03  0.17828939E+03  0.50000000E+00  0.50955306E+01  0.10191061E+02  0.60000000E+08     1
    32    15    20       13        2     0.17884434E+03  0.17377719E+03  0.50000000E+00  0.50671502E+01  0.10134300E+02  0.60000000E+08     1
    32    15    21       13        2     0.17431508E+03  0.16927783E+03  0.50000000E+00  0.50372550E+01  0.10074510E+02  0.60000000E+08     1
    32    15    22       13        2     0.16979757E+03  0.16479184E+03  0.50000000E+00  0.50057316E+01  0.10011463E+02  0.60000000E+08     1
    32    15    23       13        2     0.16529237E+03  0.16031987E+03  0.50000000E+00  0.49725057E+01  0.99450114E+01  0.60000000E+08     1
    32    15    24       13        2     0.16080020E+03  0.15586249E+03  0.50000000E+00  0.49377098E+01  0.98754196E+01  0.60000000E+08     1
    32    15    25       13        2     0.15632168E+03  0.15142000E+03  0.50000000E+00  0.49016716E+01  0.98033432E+01  0.60000000E+08     1
    32    15    26       13        2     0.15185716E+03  0.14699254E+03  0.50000000E+00  0.48646278E+01  0.97292556E+01  0.60000000E+08     1
    32    15    27       13        2     0.14740686E+03  0.14258062E+03  0.50000000E+00  0.48262444E+01  0.96524887E+01  0.60000000E+08     1
    32    15    28       13        2     0.14297142E+03  0.13818614E+03  0.50000000E+00  0.47852855E+01  0.95705709E+01  0.60000000E+08     1
    32    15    29       13        2     0.13855286E+03  0.13381188E+03  0.50000000E+00  0.47409779E+01  0.94819558E+01  0.60000000E+08     1
    32    15    30       13        2     0.13415408E+03  0.12946016E+03  0.50000000E+00  0.46939152E+01  0.93878304E+01  0.60000000E+08     1
    32    15    31       13        2     0.12977751E+03  0.12513145E+03  0.50000000E+00  0.46460554E+01  0.92921109E+01  0.60000000E+08     1
    32    15    32       13        2     0.12542367E+03  0.12082330E+03  0.50000000E+00  0.46003755E+01  0.92007510E+01  0.60000000E+08     1
    32    15    33       13        2     0.12109018E+03  0.11653019E+03  0.50000000E+00  0.45599920E+01  0.91199840E+01  0.60000000E+08     1
    32    15    34       13        2     0.11677157E+03  0.11224620E+03  0.50000000E+00  0.45253678E+01  0.90507356E+01  0.60000000E+08     1
    32    15    35       13        2     0.11246202E+03  0.10797624E+03  0.50000000E+00  0.44857772E+01  0.89715543E+01  0.60000000E+08     1
    32    15    36       13        2     0.10816679E+03  0.10373225E+03  0.50000000E+00  0.44345363E+01  0.88690726E+01  0.60000000E+08     1
    32    15    37       13        2     0.10389806E+03  0.99525381E+02  0.50000000E+00  0.43726747E+01  0.87453493E+01  0.60000000E+08     1
    32    15    38       13        2     0.99667152E+02  0.95364379E+02  0.50000000E+00  0.43027731E+01  0.86055463E+01  0.60000000E+08     1
    32    15    39       13        2     0.95482957E+02  0.91255453E+02  0.50000000E+00  0.42275034E+01  0.84550068E+01  0.60000000E+08     1
    32    15    40       13        2     0.91351774E+02  0.87201653E+02  0.50000000E+00  0.41501207E+01  0.83002414E+01  0.60000000E+08     1
    32    15    41       13        2     0.87276728E+02  0.83200185E+02  0.50000000E+00  0.40765428E+01  0.81530855E+01  0.60000000E+08     1
    32    15    42       13        2     0.83255074E+02  0.79234950E+02  0.50000000E+00  0.40201235E+01  0.80402471E+01  0.60000000E+08     1
    32    15    43       13        2     0.79270728E+02  0.75258570E+02  0.50000000E+00  0.40121575E+01  0.80243150E+01  0.60000000E+08     1
    32    15    44       13        2     0.75276254E+02  0.71302790E+02  0.50000000E+00  0.39734635E+01  0.79469270E+01  0.60000000E+08     1
    32    15    45       13        2     0.71304195E+02  0.67445610E+02  0.50000000E+00  0.38585851E+01  0.77171703E+01  0.60000000E+08     1
    32    15    46       13        2     0.67434600E+02  0.63656999E+02  0.50000000E+00  0.37776012E+01  0.75552023E+01  0.60000000E+08     1
    32    15    47       13        2     0.63639206E+02  0.59926366E+02  0.50000000E+00  0.37128399E+01  0.74256797E+01  0.60000000E+08     1
    32    15    48       13        2     0.59907652E+02  0.56260330E+02  0.50000000E+00  0.36473226E+01  0.72946452E+01  0.60000000E+08     1
    32    15    49       13        2     0.56245055E+02  0.52688486E+02  0.50000000E+00  0.35565694E+01  0.71131389E+01  0.60000000E+08     1
    32    15    50       13        2     0.52678237E+02  0.49749458E+02  0.50000000E+00  0.29287787E+01  0.58575573E+01  0.60000000E+08     1
    32    15    51        9        2     0.49742936E+02  0.46612920E+02  0.50000000E+00  0.31300158E+01  0.62600317E+01  0.60000000E+08     1
    32    15    52        8        2     0.46609290E+02  0.42768667E+02  0.50000000E+00  0.38406235E+01  0.76812469E+01  0.60000000E+08     1
    32    15    53        8        2     0.42767628E+02  0.38131981E+02  0.50000000E+00  0.46356474E+01  0.92712947E+01  0.60000000E+08     1
    32    15    54        7        2     0.38132812E+02  0.32685264E+02  0.50000000E+00  0.54475485E+01  0.10895097E+02  0.60000000E+08     1
    32    15    55        7        2     0.32686363E+02  0.27301341E+02  0.50000000E+00  0.53850220E+01  0.10770044E+02  0.60000000E+08     1
    32    15    56        7        2     0.27302207E+02  0.22073753E+02  0.50000000E+00  0.52284540E+01  0.10456908E+02  0.60000000E+08     1
    32    15    57        7        2     0.22074073E+02  0.17232406E+02  0.50000000E+00  0.48416676E+01  0.96833353E+01  0.60000000E+08     1
    79    23    33       13        2     0.11947834E+03  0.11379920E+03  0.50000000E+00  0.56791370E+01  0.11358274E+02  0.60000000E+08     1
    79    23    34       13        2     0.11543647E+03  0.10981343E+03  0.50000000E+00  0.56230416E+01  0.11246083E+02  0.60000000E+08     1
    79    23    35       13        2     0.11141576E+03  0.10584860E+03  0.50000000E+00  0.55671566E+01  0.11134313E+02  0.60000000E+08     1
    79    23    36       13        2     0.10741521E+03  0.10190310E+03  0.50000000E+00  0.55121090E+01  0.11024218E+02  0.60000000E+08     1
    79    23    37       13        2     0.10343329E+03  0.97974374E+02  0.50000000E+00  0.54589167E+01  0.10917833E+02  0.60000000E+08     1
    79    23    38       13        2     0.99467512E+02  0.94058220E+02  0.50000000E+00  0.54092915E+01  0.10818583E+02  0.60000000E+08     1
    79    23    39       13        2     0.95513762E+02  0.90147554E+02  0.50000000E+00  0.53662083E+01  0.10732417E+02  0.60000000E+08     1
    79    23    40       13        2     0.91564990E+02  0.86230006E+02  0.50000000E+00  0.53349839E+01  0.10669968E+02  0.60000000E+08     1
    79    23    41       13        2     0.87608718E+02  0.82283377E+02  0.50000000E+00  0.53253409E+01  0.10650682E+02  0.60000000E+08     1
    79    23    42       13        2     0.83622249E+02  0.78266872E+02  0.50000000E+00  0.53553770E+01  0.10710754E+02  0.60000000E+08     1
    79    23    43       13        2     0.79563273E+02  0.73390079E+02  0.50000000E+00  0.61731944E+01  0.12346389E+02  0.60000000E+08     1
    79    23    44        6        2     0.74633773E+02  0.69224105E+02  0.50000000E+00  0.54096679E+01  0.10819336E+02  0.60000000E+08     1
    79    23    45        9        2     0.70419440E+02  0.65858666E+02  0.50000000E+00  0.45607732E+01  0.91215464E+01  0.60000000E+08     1
    79    23    46        8        2     0.67012131E+02  0.61721244E+02  0.50000000E+00  0.52908879E+01  0.10581776E+02  0.60000000E+08     1
    79    23    47        8        2     0.62827177E+02  0.56709129E+02  0.50000000E+00  0.61180475E+01  0.12236095E+02  0.60000000E+08     1
    79    23    48        7        2     0.57761350E+02  0.50920428E+02  0.50000000E+00  0.68409227E+01  0.13681845E+02  0.60000000E+08     1
    79    23    49        7        2     0.51905397E+02  0.45203122E+02  0.50000000E+00  0.67022757E+01  0.13404551E+02  0.60000000E+08     1
    79    23    50        7        2     0.46106575E+02  0.39523963E+02  0.50000000E+00  0.65826124E+01  0.13165225E+02  0.60000000E+08     1
    79    23    51        7        2     0.40324891E+02  0.33855890E+02  0.50000000E+00  0.64690008E+01  0.12938002E+02  0.60000000E+08     1
    79    23    52        7        2     0.34527961E+02  0.28431813E+02  0.50000000E+00  0.60961481E+01  0.12192296E+02  0.60000000E+08     1
    79    23    53        6        2     0.28951348E+02  0.23257281E+02  0.50000000E+00  0.56940669E+01  0.11388134E+02  0.60000000E+08     1
    79    23    54        6        2     0.23596884E+02  0.18078629E+02  0.50000000E+00  0.55182553E+01  0.11036511E+02  0.60000000E+08     1
    53    34    21       12        2     0.17697541E+03  0.16516882E+03  0.50000000E+00  0.11806593E+02  0.23613186E+02  0.60000000E+08     1
    53    34    22       12        2     0.17247422E+03  0.16053226E+03  0.50000000E+00  0.11941960E+02  0.23883919E+02  0.60000000E+08     1
    53    34    23       12        2     0.16796900E+03  0.15595140E+03  0.50000000E+00  0.12017605E+02  0.24035210E+02  0.60000000E+08     1
    53    34    24       12        2     0.16345545E+03  0.15141180E+03  0.50000000E+00  0.12043656E+02  0.24087311E+02  0.60000000E+08     1
    53    34    25       12        2     0.15906721E+03  0.14687849E+03  0.50000000E+00  0.12188724E+02  0.24377449E+02  0.60000000E+08     1
    53    34    26       11        2     0.15414412E+03  0.14241733E+03  0.50000000E+00  0.11726786E+02  0.23453573E+02  0.60000000E+08     1
    53    34    27       11        2     0.14874211E+03  0.13814941E+03  0.50000000E+00  0.10592700E+02  0.21185401E+02  0.60000000E+08     1
    53    34    28       11        2     0.14352360E+03  0.13339837E+03  0.50000000E+00  0.10125225E+02  0.20250450E+02  0.60000000E+08     1
    53    34    29       11        2     0.13835740E+03  0.12818557E+03  0.50000000E+00  0.10171832E+02  0.20343664E+02  0.60000000E+08     1
    53    34    30       11        2     0.13311622E+03  0.12307256E+03  0.50000000E+00  0.10043664E+02  0.20087328E+02  0.60000000E+08     1
    53    34    31       11        2     0.12780600E+03  0.11791345E+03  0.50000000E+00  0.98925542E+01  0.19785108E+02  0.60000000E+08     1
    53    34    32       11        2     0.12246634E+03  0.11270237E+03  0.50000000E+00  0.97639645E+01  0.19527929E+02  0.60000000E+08     1
    53    34    33       11        2     0.11710948E+03  0.10747341E+03  0.50000000E+00  0.96360690E+01  0.19272138E+02  0.60000000E+08     1
    53    34    34       11        2     0.11174466E+03  0.10223750E+03  0.50000000E+00  0.95071615E+01  0.19014323E+02  0.60000000E+08     1
    53    34    35       11        2     0.10637925E+03  0.97002632E+02  0.50000000E+00  0.93766159E+01  0.18753232E+02  0.60000000E+08     1
    53    34    36       11        2     0.10101860E+03  0.92404430E+02  0.50000000E+00  0.86141723E+01  0.17228345E+02  0.60000000E+08     1
    53    34    37       10        2     0.96302013E+02  0.88471542E+02  0.50000000E+00  0.78304705E+01  0.15660941E+02  0.60000000E+08     1
    53    34    38       10        2     0.92224743E+02  0.84574203E+02  0.50000000E+00  0.76505396E+01  0.15301079E+02  0.60000000E+08     1
    53    34    39       10        2     0.88149148E+02  0.80711862E+02  0.50000000E+00  0.74372862E+01  0.14874572E+02  0.60000000E+08     1
    53    34    40       10        2     0.84082843E+02  0.76882820E+02  0.50000000E+00  0.72000235E+01  0.14400047E+02  0.60000000E+08     1
    53    34    41       10        2     0.80032910E+02  0.73085659E+02  0.50000000E+00  0.69472512E+01  0.13894502E+02  0.60000000E+08     1
    53    34    42       10        2     0.76005835E+02  0.69320793E+02  0.50000000E+00  0.66850423E+01  0.13370085E+02  0.60000000E+08     1
    53    34    43       10        2     0.72007860E+02  0.65593570E+02  0.50000000E+00  0.64142900E+01  0.12828580E+02  0.60000000E+08     1
    53    34    44       10        2     0.68045112E+02  0.61920541E+02  0.50000000E+00  0.61245707E+01  0.12249141E+02  0.60000000E+08     1
    53    34    45       10        2     0.64122866E+02  0.58342815E+02  0.50000000E+00  0.57800505E+01  0.11560101E+02  0.60000000E+08     1
    53    34    46       10        2     0.60242462E+02  0.55530177E+02  0.50000000E+00  0.47122846E+01  0.94245691E+01  0.60000000E+08     1
    53    34    47        9        2     0.57189933E+02  0.53411963E+02  0.50000000E+00  0.37779702E+01  0.75559403E+01  0.60000000E+08     1
    53    34    48        9        2     0.54946667E+02  0.50571685E+02  0.50000000E+00  0.43749822E+01  0.87499645E+01  0.60000000E+08     1
    53    34    49        8        2     0.51973111E+02  0.47030937E+02  0.50000000E+00  0.49421742E+01  0.98843484E+01  0.60000000E+08     1
    53    34    50        8        2     0.48278501E+02  0.42718711E+02  0.50000000E+00  0.55597898E+01  0.11119580E+02  0.60000000E+08     1
    53    34    51        7        2     0.43786292E+02  0.37646320E+02  0.50000000E+00  0.61399719E+01  0.12279944E+02  0.60000000E+08     1
    53    34    52        7        2     0.38506126E+02  0.32612878E+02  0.50000000E+00  0.58932480E+01  0.11786496E+02  0.60000000E+08     1
    53    34    53        7        2     0.33270643E+02  0.27620208E+02  0.50000000E+00  0.56504350E+01  0.11300870E+02  0.60000000E+08     1
    53    34    54        7        2     0.28083421E+02  0.22668274E+02  0.50000000E+00  0.54151469E+01  0.10830294E+02  0.60000000E+08     1
    53    34    55        7        2     0.22945385E+02  0.17754732E+02  0.50000000E+00  0.51906528E+01  0.10381306E+02  0.60000000E+08     1
