% Shemat-Suite version: SHEMAT-Suite 9.0 (Freely)                                                       
% data fit at iteration                final
%    i     j     k     unit     type               calc             obs             err            diff             res            time  ozone
    79    23    34       13        2     0.11430555E+03  0.10981343E+03  0.50000000E+00  0.44921232E+01  0.89842465E+01  0.60000000E+08     1
    79    23    35       13        2     0.11032984E+03  0.10584860E+03  0.50000000E+00  0.44812345E+01  0.89624690E+01  0.60000000E+08     1
    79    23    36       13        2     0.10637455E+03  0.10190310E+03  0.50000000E+00  0.44714465E+01  0.89428930E+01  0.60000000E+08     1
    79    23    37       13        2     0.10243810E+03  0.97974374E+02  0.50000000E+00  0.44637261E+01  0.89274523E+01  0.60000000E+08     1
    79    23    38       13        2     0.98517958E+02  0.94058220E+02  0.50000000E+00  0.44597385E+01  0.89194769E+01  0.60000000E+08     1
    79    23    39       13        2     0.94609975E+02  0.90147554E+02  0.50000000E+00  0.44624216E+01  0.89248431E+01  0.60000000E+08     1
    79    23    40       13        2     0.90707083E+02  0.86230006E+02  0.50000000E+00  0.44770771E+01  0.89541542E+01  0.60000000E+08     1
    79    23    41       13        2     0.86796832E+02  0.82283377E+02  0.50000000E+00  0.45134546E+01  0.90269092E+01  0.60000000E+08     1
    79    23    42       13        2     0.82856632E+02  0.78266872E+02  0.50000000E+00  0.45897597E+01  0.91795194E+01  0.60000000E+08     1
    79    23    43       13        2     0.78844435E+02  0.73390079E+02  0.50000000E+00  0.54543566E+01  0.10908713E+02  0.60000000E+08     1
    79    23    44        6        2     0.73971486E+02  0.69224105E+02  0.50000000E+00  0.47473809E+01  0.94947619E+01  0.60000000E+08     1
    79    23    45        9        2     0.69805378E+02  0.65858666E+02  0.50000000E+00  0.39467112E+01  0.78934225E+01  0.60000000E+08     1
    79    23    46        8        2     0.66437268E+02  0.61721244E+02  0.50000000E+00  0.47160242E+01  0.94320484E+01  0.60000000E+08     1
    79    23    47        8        2     0.62300428E+02  0.56709129E+02  0.50000000E+00  0.55912987E+01  0.11182597E+02  0.60000000E+08     1
    79    23    48        7        2     0.57292302E+02  0.50920428E+02  0.50000000E+00  0.63718744E+01  0.12743749E+02  0.60000000E+08     1
    79    23    49        7        2     0.51502026E+02  0.45203122E+02  0.50000000E+00  0.62989044E+01  0.12597809E+02  0.60000000E+08     1
    79    23    50        7        2     0.45767844E+02  0.39523963E+02  0.50000000E+00  0.62438812E+01  0.12487762E+02  0.60000000E+08     1
    79    23    51        7        2     0.40050180E+02  0.33855890E+02  0.50000000E+00  0.61942899E+01  0.12388580E+02  0.60000000E+08     1
    79    23    52        7        2     0.34316981E+02  0.28431813E+02  0.50000000E+00  0.58851682E+01  0.11770336E+02  0.60000000E+08     1
    79    23    53        6        2     0.28801259E+02  0.23257281E+02  0.50000000E+00  0.55439786E+01  0.11087957E+02  0.60000000E+08     1
    79    23    54        6        2     0.23504764E+02  0.18078629E+02  0.50000000E+00  0.54261356E+01  0.10852271E+02  0.60000000E+08     1
    53    34    21       12        2     0.16928627E+03  0.16516882E+03  0.50000000E+00  0.41174499E+01  0.82348998E+01  0.60000000E+08     1
    53    34    22       12        2     0.16492903E+03  0.16053226E+03  0.50000000E+00  0.43967701E+01  0.87935402E+01  0.60000000E+08     1
    53    34    23       12        2     0.16058154E+03  0.15595140E+03  0.50000000E+00  0.46301380E+01  0.92602761E+01  0.60000000E+08     1
    53    34    24       12        2     0.15624114E+03  0.15141180E+03  0.50000000E+00  0.48293466E+01  0.96586932E+01  0.60000000E+08     1
    53    34    25       12        2     0.15196993E+03  0.14687849E+03  0.50000000E+00  0.50914471E+01  0.10182894E+02  0.60000000E+08     1
    53    34    26       11        2     0.14744739E+03  0.14241733E+03  0.50000000E+00  0.50300557E+01  0.10060111E+02  0.60000000E+08     1
    53    34    27       11        2     0.14269306E+03  0.13814941E+03  0.50000000E+00  0.45436554E+01  0.90873107E+01  0.60000000E+08     1
    53    34    28       11        2     0.13804288E+03  0.13339837E+03  0.50000000E+00  0.46445049E+01  0.92890099E+01  0.60000000E+08     1
    53    34    29       11        2     0.13343577E+03  0.12818557E+03  0.50000000E+00  0.52501969E+01  0.10500394E+02  0.60000000E+08     1
    53    34    30       11        2     0.12881404E+03  0.12307256E+03  0.50000000E+00  0.57414802E+01  0.11482960E+02  0.60000000E+08     1
    53    34    31       11        2     0.12417280E+03  0.11791345E+03  0.50000000E+00  0.62593501E+01  0.12518700E+02  0.60000000E+08     1
    53    34    32       11        2     0.11953272E+03  0.11270237E+03  0.50000000E+00  0.68303484E+01  0.13660697E+02  0.60000000E+08     1
    53    34    33       11        2     0.11489967E+03  0.10747341E+03  0.50000000E+00  0.74262629E+01  0.14852526E+02  0.60000000E+08     1
    53    34    34       11        2     0.11027807E+03  0.10223750E+03  0.50000000E+00  0.80405659E+01  0.16081132E+02  0.60000000E+08     1
    53    34    35       11        2     0.10567126E+03  0.97002632E+02  0.50000000E+00  0.86686322E+01  0.17337264E+02  0.60000000E+08     1
    53    34    36       11        2     0.10108169E+03  0.92404430E+02  0.50000000E+00  0.86772625E+01  0.17354525E+02  0.60000000E+08     1
    53    34    37       10        2     0.96771273E+02  0.88471542E+02  0.50000000E+00  0.82997308E+01  0.16599462E+02  0.60000000E+08     1
    53    34    38       10        2     0.92737864E+02  0.84574203E+02  0.50000000E+00  0.81636612E+01  0.16327322E+02  0.60000000E+08     1
    53    34    39       10        2     0.88720363E+02  0.80711862E+02  0.50000000E+00  0.80085011E+01  0.16017002E+02  0.60000000E+08     1
    53    34    40       10        2     0.84722979E+02  0.76882820E+02  0.50000000E+00  0.78401597E+01  0.15680319E+02  0.60000000E+08     1
    53    34    41       10        2     0.80749911E+02  0.73085659E+02  0.50000000E+00  0.76642525E+01  0.15328505E+02  0.60000000E+08     1
    53    34    42       10        2     0.76805384E+02  0.69320793E+02  0.50000000E+00  0.74845906E+01  0.14969181E+02  0.60000000E+08     1
    53    34    43       10        2     0.72893844E+02  0.65593570E+02  0.50000000E+00  0.73002744E+01  0.14600549E+02  0.60000000E+08     1
    53    34    44       10        2     0.69019959E+02  0.61920541E+02  0.50000000E+00  0.70994180E+01  0.14198836E+02  0.60000000E+08     1
    53    34    45       10        2     0.65187881E+02  0.58342815E+02  0.50000000E+00  0.68450656E+01  0.13690131E+02  0.60000000E+08     1
    53    34    46       10        2     0.61398527E+02  0.55530177E+02  0.50000000E+00  0.58683499E+01  0.11736700E+02  0.60000000E+08     1
    53    34    47        9        2     0.58354163E+02  0.53411963E+02  0.50000000E+00  0.49422001E+01  0.98844002E+01  0.60000000E+08     1
    53    34    48        9        2     0.56037645E+02  0.50571685E+02  0.50000000E+00  0.54659604E+01  0.10931921E+02  0.60000000E+08     1
    53    34    49        8        2     0.52973456E+02  0.47030937E+02  0.50000000E+00  0.59425190E+01  0.11885038E+02  0.60000000E+08     1
    53    34    50        8        2     0.49170745E+02  0.42718711E+02  0.50000000E+00  0.64520333E+01  0.12904067E+02  0.60000000E+08     1
    53    34    51        7        2     0.44552281E+02  0.37646320E+02  0.50000000E+00  0.69059613E+01  0.13811923E+02  0.60000000E+08     1
    53    34    52        7        2     0.39127495E+02  0.32612878E+02  0.50000000E+00  0.65146167E+01  0.13029233E+02  0.60000000E+08     1
    53    34    53        7        2     0.33750848E+02  0.27620208E+02  0.50000000E+00  0.61306398E+01  0.12261280E+02  0.60000000E+08     1
    53    34    54        7        2     0.28425577E+02  0.22668274E+02  0.50000000E+00  0.57573035E+01  0.11514607E+02  0.60000000E+08     1
    53    34    55        7        2     0.23152280E+02  0.17754732E+02  0.50000000E+00  0.53975482E+01  0.10795096E+02  0.60000000E+08     1
