% Shemat-Suite version: SHEMAT-Suite 9.0 (Freely)                                                       
% data fit at iteration                final
%    i     j     k     unit     type               calc             obs             err            diff             res            time  ozone
    32    15    19       13        2     0.18363219E+03  0.17828939E+03  0.50000000E+00  0.53428042E+01  0.10685608E+02  0.60000000E+08     1
    32    15    20       13        2     0.17916437E+03  0.17377719E+03  0.50000000E+00  0.53871831E+01  0.10774366E+02  0.60000000E+08     1
    32    15    21       13        2     0.17470858E+03  0.16927783E+03  0.50000000E+00  0.54307533E+01  0.10861507E+02  0.60000000E+08     1
    32    15    22       13        2     0.17026503E+03  0.16479184E+03  0.50000000E+00  0.54731882E+01  0.10946376E+02  0.60000000E+08     1
    32    15    23       13        2     0.16583405E+03  0.16031987E+03  0.50000000E+00  0.55141774E+01  0.11028355E+02  0.60000000E+08     1
    32    15    24       13        2     0.16141608E+03  0.15586249E+03  0.50000000E+00  0.55535945E+01  0.11107189E+02  0.60000000E+08     1
    32    15    25       13        2     0.15701152E+03  0.15142000E+03  0.50000000E+00  0.55915202E+01  0.11183040E+02  0.60000000E+08     1
    32    15    26       13        2     0.15262052E+03  0.14699254E+03  0.50000000E+00  0.56279870E+01  0.11255974E+02  0.60000000E+08     1
    32    15    27       13        2     0.14824309E+03  0.14258062E+03  0.50000000E+00  0.56624690E+01  0.11324938E+02  0.60000000E+08     1
    32    15    28       13        2     0.14387956E+03  0.13818614E+03  0.50000000E+00  0.56934266E+01  0.11386853E+02  0.60000000E+08     1
    32    15    29       13        2     0.13953136E+03  0.13381188E+03  0.50000000E+00  0.57194850E+01  0.11438970E+02  0.60000000E+08     1
    32    15    30       13        2     0.13520060E+03  0.12946016E+03  0.50000000E+00  0.57404345E+01  0.11480869E+02  0.60000000E+08     1
    32    15    31       13        2     0.13088894E+03  0.12513145E+03  0.50000000E+00  0.57574905E+01  0.11514981E+02  0.60000000E+08     1
    32    15    32       13        2     0.12659651E+03  0.12082330E+03  0.50000000E+00  0.57732092E+01  0.11546418E+02  0.60000000E+08     1
    32    15    33       13        2     0.12232100E+03  0.11653019E+03  0.50000000E+00  0.57908091E+01  0.11581618E+02  0.60000000E+08     1
    32    15    34       13        2     0.11805762E+03  0.11224620E+03  0.50000000E+00  0.58114184E+01  0.11622837E+02  0.60000000E+08     1
    32    15    35       13        2     0.11380131E+03  0.10797624E+03  0.50000000E+00  0.58250663E+01  0.11650133E+02  0.60000000E+08     1
    32    15    36       13        2     0.10955611E+03  0.10373225E+03  0.50000000E+00  0.58238572E+01  0.11647714E+02  0.60000000E+08     1
